Player ID,Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
1200631,Lesley Ugochukwu,8466,Defensive Midfielder,140,20,€20M,Premier League,N/A,N/A,13,27.0,N/A,N/A,95,74,75.0,1.93,0,0.0,N/A,N/A,71,1.29,N/A,N/A,N/A,N/A,77,0.64,4,2.57,N/A,N/A,N/A,N/A,27,27,46.67,4.5,N/A,N/A,13,0.64,50,1.29,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,29,0.64,N/A,N/A,42,85.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,0.64,12,3.21,100,0.0,N/A,N/A,N/A,N/A,37,N/A,N/A,0.64,N/A,N/A,12,8,33.33,0.64,4,51,1.29,41.14,100,0.0,27,0.03,82,83,0.14,0.14,N/A,N/A
1200657,Yerson Mosquera,8602,Center Back,442,23,€5M,Premier League,44,2.44,30,41.54,N/A,N/A,56,67,64.71,2.24,0,0.0,76,0.2,71,0.41,N/A,N/A,94,50.0,29,0.2,8,1.02,N/A,N/A,N/A,N/A,81,62,61.7,5.9,N/A,N/A,79,1.22,95,1.43,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,89,2.04,35,41.38,33,86.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,4.89,100,0.0,N/A,N/A,N/A,N/A,46,N/A,N/A,0.41,95,0.2,76,68,63.64,1.43,29,86,1.83,62.31,21,0.41,25,0.01,78,78,0.07,0.07,N/A,N/A
1203512,Tim Iroegbunam,8668,Defensive Midfielder,360,21,€4.5M,Premier League,64,1.75,0,16.75,N/A,N/A,69,79,80.0,1.0,0,0.0,69,0.5,32,0.5,N/A,N/A,N/A,N/A,13,2.25,46,1.0,77,1.25,50,50.0,88,47,52.46,8.0,N/A,N/A,87,2.5,58,1.5,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,85,2.0,83,70.0,1,72.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,0.75,95,8.0,100,0.0,N/A,N/A,N/A,N/A,53,N/A,N/A,1.0,N/A,N/A,78,45,52.94,2.25,9,77,2.75,42.75,28,0.5,14,0.02,56,58,0.05,0.05,N/A,N/A
1203665,Alejandro Garnacho,10260,Left Winger,320,20,€50M,Premier League,57,0.84,56,23.62,N/A,N/A,37,33,20.0,0.28,71,0.28,73,0.84,51,1.69,N/A,N/A,69,33.33,4,3.09,81,0.28,23,0.56,13,14.29,12,4,27.5,3.09,N/A,N/A,31,0.56,42,1.12,70,N/A,N/A,0.28,N/A,N/A,N/A,N/A,74,0.56,40,50.0,71,84.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,0.56,80,5.34,100,0.0,N/A,N/A,N/A,N/A,80,76,1.12,3.09,68,0.84,67,100,100.0,1.12,52,79,7.31,50.91,31,0.28,31,0.1,94,96,0.65,0.65,83,0.4
1211437,Victor Kristiansen,8197,Left Back,535,21,€18M,Premier League,74,2.19,54,31.79,N/A,N/A,39,19,22.22,0.67,0,0.0,N/A,N/A,54,0.67,N/A,N/A,85,40.91,30,0.67,33,1.18,30,0.34,31,40.0,67,37,46.97,5.21,N/A,N/A,54,1.18,61,1.01,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,83,1.51,63,48.15,39,80.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,0.5,37,3.53,100,0.0,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,94,1.51,83,74,68.42,2.19,65,N/A,N/A,67.79,56,0.17,54,0.05,N/A,N/A,N/A,N/A,N/A,N/A
1215652,Omari Hutchinson,9902,Right Winger,534,20,€7.5M,Premier League,56,0.84,37,20.22,N/A,N/A,50,46,30.0,0.51,52,0.17,33,0.34,13,0.67,N/A,N/A,50,22.22,35,1.85,11,1.52,86,2.53,82,62.5,57,36,42.11,5.39,N/A,N/A,64,1.35,67,1.69,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,67,0.51,50,55.56,52,81.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,0.34,29,3.37,100,0.0,N/A,N/A,N/A,N/A,30,52,0.67,1.35,35,0.34,13,23,50.0,0.34,27,12,2.02,43.48,12,0.51,15,0.04,19,19,0.07,0.07,42,0.11
1227012,Simon Adingra,10204,Right Winger,135,22,€25M,Premier League,N/A,N/A,69,27.33,N/A,N/A,63,62,50.0,0.67,94,0.67,92,1.33,39,1.33,N/A,N/A,31,11.11,55,1.33,17,1.33,N/A,N/A,N/A,N/A,13,5,27.78,3.33,N/A,N/A,62,1.33,N/A,N/A,90,N/A,N/A,0.67,N/A,N/A,N/A,N/A,96,1.33,N/A,N/A,11,71.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,0.67,95,6.67,100,0.0,N/A,N/A,N/A,N/A,86,49,0.67,3.33,58,0.67,73,23,50.0,1.33,92,80,7.33,69.33,100,0.0,96,0.43,55,56,0.22,0.22,70,0.32
1233655,Alex Scott,8678,Defensive Midfielder,170,21,€25M,Premier League,76,2.12,41,35.47,N/A,N/A,37,22,33.33,0.53,0,0.0,74,0.53,35,0.53,N/A,N/A,N/A,N/A,41,1.06,14,1.59,N/A,N/A,N/A,N/A,100,83,63.16,12.71,N/A,N/A,27,1.06,100,4.76,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,88,2.12,100,100.0,51,87.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2.65,94,7.94,100,0.0,N/A,N/A,N/A,N/A,81,83,0.53,1.59,N/A,N/A,95,23,42.86,3.18,74,44,1.06,73.59,100,0.0,22,0.03,65,67,0.07,0.07,95,0.37
1250253,Dango Ouattara,8678,Left Back,217,22,€25M,Premier League,30,0.41,7,13.69,N/A,N/A,95,93,75.0,2.49,86,0.41,N/A,N/A,38,1.24,N/A,N/A,37,15.38,40,1.66,19,1.24,74,2.07,40,38.46,93,77,53.85,8.71,N/A,N/A,39,0.83,49,1.24,80,N/A,N/A,0.41,N/A,N/A,N/A,N/A,57,0.41,18,11.11,0,53.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95,1.66,94,6.64,100,0.0,N/A,N/A,N/A,N/A,25,29,0.41,1.24,65,0.83,94,100,100.0,2.9,77,89,8.71,57.24,100,0.0,94,0.34,75,76,0.32,0.32,92,0.6
1251334,Jack Hinshelwood,10204,Right Back,517,19,€19M,Premier League,72,2.09,76,41.43,N/A,N/A,28,37,42.86,0.52,0,0.0,56,0.17,76,1.04,N/A,N/A,57,22.22,70,0.17,59,0.87,20,0.17,20,33.33,6,20,43.33,2.26,N/A,N/A,33,0.87,26,0.35,93,N/A,N/A,0.17,N/A,N/A,N/A,N/A,6,0.35,61,48.0,59,83.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,0.35,17,2.79,100,0.0,N/A,N/A,N/A,N/A,70,85,0.35,0.7,69,0.7,24,43,57.14,0.7,63,63,1.39,66.5,52,0.17,76,0.11,80,80,0.06,0.06,85,0.09
